,order_id,order_details_id,pizza_id,quantity,unit_price,total_price
81,32,82,ital_supr_m,1,16.5,16.5
82,33,83,bbq_ckn_l,1,20.75,20.75
83,33,84,green_garden_s,1,12.0,12.0
84,34,85,the_greek_s,1,12.0,12.0
85,35,86,green_garden_m,1,16.0,16.0
86,35,87,pep_msh_pep_l,1,17.5,17.5
87,35,88,pepperoni_m,1,12.5,12.5
88,35,89,thai_ckn_l,1,20.75,20.75
89,36,90,bbq_ckn_m,1,16.75,16.75
90,36,91,classic_dlx_m,1,16.0,16.0
91,37,92,ital_supr_l,1,20.75,20.75
92,37,93,mexicana_l,1,20.25,20.25
93,38,94,hawaiian_s,1,10.5,10.5
94,38,95,ital_cpcllo_l,1,20.5,20.5
95,39,96,ital_supr_l,1,20.75,20.75
96,40,97,four_cheese_l,1,17.95,17.95
97,40,98,southw_ckn_s,1,12.75,12.75
98,41,99,four_cheese_m,1,14.75,14.75
99,41,100,green_garden_s,1,12.0,12.0
100,42,101,big_meat_s,1,12.0,12.0
101,42,102,five_cheese_l,1,18.5,18.5
102,42,103,mexicana_l,1,20.25,20.25
103,42,104,peppr_salami_m,1,16.5,16.5
104,43,105,ckn_alfredo_m,1,16.75,16.75
105,43,106,ital_supr_m,1,16.5,16.5
106,43,107,peppr_salami_l,1,20.75,20.75
107,44,108,spin_pesto_s,1,12.5,12.5
108,45,109,four_cheese_l,1,17.95,17.95
109,45,110,hawaiian_s,1,10.5,10.5
110,45,111,thai_ckn_m,1,16.75,16.75
111,46,112,ckn_pesto_l,1,20.75,20.75
112,46,113,classic_dlx_l,1,20.5,20.5
113,46,114,thai_ckn_m,1,16.75,16.75
114,47,115,southw_ckn_l,1,20.75,20.75
115,47,116,veggie_veg_s,1,12.0,12.0
116,48,117,ckn_pesto_m,1,16.75,16.75
117,48,118,green_garden_s,1,12.0,12.0
118,48,119,prsc_argla_l,1,20.75,20.75
119,48,120,spicy_ital_l,1,20.75,20.75
120,49,121,sicilian_l,1,20.25,20.25
121,50,122,the_greek_xl,1,25.5,25.5
122,51,123,bbq_ckn_l,1,20.75,20.75
123,51,124,pep_msh_pep_l,1,17.5,17.5
124,52,125,hawaiian_l,1,16.5,16.5
125,52,126,mexicana_l,1,20.25,20.25
126,52,127,spicy_ital_l,1,20.75,20.75
127,53,128,pep_msh_pep_s,1,11.0,11.0
128,53,129,spinach_supr_m,1,16.5,16.5
129,54,130,prsc_argla_m,1,16.5,16.5
130,54,131,thai_ckn_l,1,20.75,20.75
131,55,132,peppr_salami_s,1,12.5,12.5
132,55,133,spicy_ital_l,1,20.75,20.75
133,56,134,classic_dlx_m,1,16.0,16.0
134,56,135,mediterraneo_l,1,20.25,20.25
135,56,136,southw_ckn_m,1,16.75,16.75
136,57,137,classic_dlx_m,1,16.0,16.0
137,58,138,five_cheese_l,1,18.5,18.5
138,58,139,pepperoni_m,1,12.5,12.5
139,59,140,ital_veggie_s,1,12.75,12.75
140,59,141,pep_msh_pep_s,1,11.0,11.0
141,59,142,pepperoni_l,1,15.25,15.25
142,60,143,ckn_pesto_l,1,20.75,20.75
143,60,144,four_cheese_m,1,14.75,14.75
144,61,145,bbq_ckn_m,1,16.75,16.75
145,61,146,ital_supr_l,1,20.75,20.75
146,62,147,bbq_ckn_m,1,16.75,16.75
147,62,148,spinach_supr_m,1,16.5,16.5
148,63,149,pep_msh_pep_m,1,14.5,14.5
149,64,150,big_meat_s,1,12.0,12.0
150,65,151,pep_msh_pep_s,1,11.0,11.0
151,65,152,sicilian_s,1,12.25,12.25
152,65,153,spicy_ital_s,1,12.5,12.5
153,65,154,spinach_supr_m,1,16.5,16.5
154,66,155,classic_dlx_m,1,16.0,16.0
155,66,156,ital_cpcllo_m,1,16.0,16.0
156,67,157,southw_ckn_l,1,20.75,20.75
157,68,158,classic_dlx_m,1,16.0,16.0
158,68,159,ital_supr_l,1,20.75,20.75
159,68,160,ital_supr_m,1,16.5,16.5
160,69,161,bbq_ckn_l,1,20.75,20.75
161,70,162,ital_veggie_s,1,12.75,12.75
162,70,163,soppressata_l,1,20.75,20.75
163,71,164,thai_ckn_l,1,20.75,20.75
164,72,165,spinach_fet_l,1,20.25,20.25
165,73,166,thai_ckn_s,1,12.75,12.75
166,74,167,five_cheese_l,1,18.5,18.5
167,74,168,mexicana_l,1,20.25,20.25
168,74,169,spin_pesto_s,1,12.5,12.5
169,74,170,spinach_supr_l,1,20.75,20.75
170,75,171,ital_supr_s,1,12.5,12.5
171,75,172,mediterraneo_l,1,20.25,20.25
172,75,173,napolitana_l,1,20.5,20.5
173,76,174,big_meat_s,1,12.0,12.0
174,76,175,hawaiian_l,1,16.5,16.5
175,76,176,ital_veggie_l,1,21.0,21.0
176,76,177,spicy_ital_l,1,20.75,20.75
177,77,178,bbq_ckn_m,1,16.75,16.75
178,77,179,hawaiian_m,1,13.25,13.25
179,78,180,big_meat_s,1,12.0,12.0
180,78,181,classic_dlx_s,1,12.0,12.0
181,78,182,four_cheese_l,1,17.95,17.95
182,78,183,ital_cpcllo_m,1,16.0,16.0
183,78,184,spicy_ital_l,3,20.75,62.25
184,78,185,thai_ckn_s,1,12.75,12.75
185,79,186,ital_cpcllo_l,1,20.5,20.5
186,79,187,pep_msh_pep_s,1,11.0,11.0
187,79,188,thai_ckn_l,1,20.75,20.75
188,80,189,pepperoni_s,1,9.75,9.75
189,80,190,thai_ckn_m,1,16.75,16.75
190,81,191,thai_ckn_l,1,20.75,20.75
191,82,192,big_meat_s,1,12.0,12.0
192,82,193,cali_ckn_m,1,16.75,16.75
193,82,194,spicy_ital_l,1,20.75,20.75
194,82,195,veggie_veg_m,1,16.0,16.0
195,83,196,southw_ckn_s,1,12.75,12.75
196,84,197,pepperoni_l,1,15.25,15.25
197,85,198,classic_dlx_m,1,16.0,16.0
198,85,199,classic_dlx_s,1,12.0,12.0
199,85,200,ital_supr_l,1,20.75,20.75
200,85,201,the_greek_m,1,16.0,16.0
201,86,202,hawaiian_l,1,16.5,16.5
202,87,203,ital_cpcllo_m,1,16.0,16.0
203,87,204,mexicana_m,1,16.0,16.0
204,87,205,spinach_supr_l,1,20.75,20.75
205,87,206,spinach_supr_s,1,12.5,12.5
206,88,207,five_cheese_l,1,18.5,18.5
207,89,208,soppressata_l,1,20.75,20.75
208,89,209,thai_ckn_l,1,20.75,20.75
209,90,210,sicilian_l,1,20.25,20.25
210,90,211,thai_ckn_s,1,12.75,12.75
211,91,212,bbq_ckn_l,2,20.75,41.5
212,91,213,ckn_pesto_s,1,12.75,12.75
213,91,214,pepperoni_s,1,9.75,9.75
214,92,215,bbq_ckn_m,1,16.75,16.75
215,92,216,ital_supr_l,1,20.75,20.75
216,92,217,ital_supr_m,1,16.5,16.5
217,92,218,ital_veggie_s,1,12.75,12.75
218,92,219,pepperoni_m,1,12.5,12.5
219,92,220,peppr_salami_m,1,16.5,16.5
220,92,221,spinach_fet_s,1,12.0,12.0
221,92,222,spinach_supr_s,1,12.5,12.5
222,92,223,the_greek_m,2,16.0,32.0
223,93,224,sicilian_m,1,16.25,16.25
224,94,225,ital_cpcllo_m,1,16.0,16.0
225,94,226,southw_ckn_s,1,12.75,12.75
226,95,227,napolitana_s,1,12.0,12.0
227,95,228,peppr_salami_l,1,20.75,20.75
228,96,229,napolitana_s,1,12.0,12.0
229,97,230,big_meat_s,1,12.0,12.0
230,98,231,classic_dlx_l,1,20.5,20.5
231,98,232,napolitana_l,1,20.5,20.5
232,99,233,ital_supr_l,1,20.75,20.75
233,100,234,hawaiian_l,1,16.5,16.5
234,101,235,cali_ckn_l,1,20.75,20.75
235,101,236,pepperoni_l,1,15.25,15.25
236,101,237,soppressata_l,1,20.75,20.75
237,101,238,spicy_ital_m,1,16.5,16.5
238,102,239,bbq_ckn_s,1,12.75,12.75
239,102,240,prsc_argla_s,1,12.5,12.5
240,103,241,spinach_supr_s,1,12.5,12.5
241,104,242,bbq_ckn_m,1,16.75,16.75
242,104,243,ckn_alfredo_m,1,16.75,16.75
243,104,244,ital_veggie_m,1,16.75,16.75
244,104,245,veggie_veg_l,1,20.25,20.25
245,105,246,hawaiian_s,2,10.5,21.0
246,105,247,pepperoni_l,1,15.25,15.25
247,105,248,prsc_argla_m,1,16.5,16.5
248,106,249,mexicana_l,1,20.25,20.25
249,106,250,spicy_ital_l,1,20.75,20.75
250,107,251,cali_ckn_l,1,20.75,20.75
251,107,252,ital_supr_m,1,16.5,16.5
252,107,253,spicy_ital_l,1,20.75,20.75
253,107,254,veggie_veg_l,1,20.25,20.25
254,108,255,classic_dlx_l,1,20.5,20.5
255,108,256,hawaiian_l,1,16.5,16.5
256,108,257,spinach_supr_l,1,20.75,20.75
257,109,258,ital_cpcllo_l,1,20.5,20.5
258,109,259,ital_supr_l,1,20.75,20.75
259,109,260,pepperoni_m,1,12.5,12.5
260,109,261,prsc_argla_l,1,20.75,20.75
261,110,262,big_meat_s,1,12.0,12.0
262,110,263,napolitana_l,1,20.5,20.5
263,110,264,soppressata_l,1,20.75,20.75
264,110,265,spicy_ital_s,1,12.5,12.5
265,111,266,cali_ckn_m,1,16.75,16.75
266,111,267,five_cheese_l,1,18.5,18.5
267,111,268,pepperoni_m,1,12.5,12.5
268,111,269,spin_pesto_l,1,20.75,20.75
269,112,270,pepperoni_s,1,9.75,9.75
270,113,271,cali_ckn_l,1,20.75,20.75
271,113,272,mexicana_l,1,20.25,20.25
272,113,273,southw_ckn_m,1,16.75,16.75
273,114,274,pepperoni_l,1,15.25,15.25
274,114,275,sicilian_s,1,12.25,12.25
275,115,276,big_meat_s,1,12.0,12.0
276,115,277,napolitana_l,1,20.5,20.5
277,115,278,thai_ckn_m,1,16.75,16.75
278,116,279,five_cheese_l,1,18.5,18.5
279,117,280,peppr_salami_m,1,16.5,16.5
280,117,281,sicilian_l,1,20.25,20.25
281,118,282,prsc_argla_l,1,20.75,20.75
282,118,283,spinach_fet_s,1,12.0,12.0
283,119,284,four_cheese_m,1,14.75,14.75
284,120,285,classic_dlx_s,1,12.0,12.0
285,120,286,hawaiian_s,1,10.5,10.5
286,120,287,spinach_fet_l,1,20.25,20.25
287,121,288,bbq_ckn_m,1,16.75,16.75
288,121,289,four_cheese_l,1,17.95,17.95
289,121,290,sicilian_l,1,20.25,20.25
290,121,291,southw_ckn_l,1,20.75,20.75
291,122,292,ital_supr_m,1,16.5,16.5
292,123,293,ital_cpcllo_s,1,12.0,12.0
293,124,294,bbq_ckn_s,1,12.75,12.75
294,124,295,sicilian_l,1,20.25,20.25
295,124,296,spicy_ital_l,1,20.75,20.75
296,124,297,the_greek_s,1,12.0,12.0
297,125,298,the_greek_xl,1,25.5,25.5
298,126,299,veggie_veg_l,1,20.25,20.25
299,127,300,pepperoni_m,1,12.5,12.5
300,128,301,spicy_ital_s,1,12.5,12.5
301,129,302,big_meat_s,1,12.0,12.0
302,129,303,the_greek_m,1,16.0,16.0
303,130,304,hawaiian_s,1,10.5,10.5
304,130,305,ital_cpcllo_l,1,20.5,20.5
305,130,306,mexicana_m,1,16.0,16.0
306,130,307,southw_ckn_s,1,12.75,12.75
307,131,308,ckn_pesto_l,1,20.75,20.75
308,131,309,five_cheese_l,1,18.5,18.5
309,131,310,green_garden_s,1,12.0,12.0
310,131,311,spinach_supr_s,1,12.5,12.5
311,132,312,pepperoni_s,1,9.75,9.75
312,133,313,bbq_ckn_l,1,20.75,20.75
313,133,314,hawaiian_l,1,16.5,16.5
314,133,315,the_greek_s,1,12.0,12.0
315,134,316,big_meat_s,1,12.0,12.0
316,134,317,southw_ckn_l,1,20.75,20.75
317,134,318,spinach_supr_s,1,12.5,12.5
318,135,319,veggie_veg_l,1,20.25,20.25
319,136,320,five_cheese_l,1,18.5,18.5
320,136,321,peppr_salami_s,1,12.5,12.5
321,137,322,mediterraneo_l,1,20.25,20.25
322,137,323,pepperoni_s,1,9.75,9.75
323,137,324,spicy_ital_m,1,16.5,16.5
324,138,325,cali_ckn_m,1,16.75,16.75
325,138,326,four_cheese_l,1,17.95,17.95
326,138,327,ital_veggie_l,1,21.0,21.0
327,138,328,sicilian_m,1,16.25,16.25
328,139,329,five_cheese_l,1,18.5,18.5
329,140,330,prsc_argla_s,1,12.5,12.5
330,140,331,veggie_veg_m,1,16.0,16.0
331,141,332,classic_dlx_m,1,16.0,16.0
332,142,333,green_garden_m,1,16.0,16.0
333,143,334,cali_ckn_s,1,12.75,12.75
334,143,335,classic_dlx_s,1,12.0,12.0
335,143,336,hawaiian_l,1,16.5,16.5
336,143,337,mexicana_m,1,16.0,16.0
337,143,338,pepperoni_l,1,15.25,15.25
338,143,339,prsc_argla_s,1,12.5,12.5
339,143,340,thai_ckn_l,1,20.75,20.75
340,143,341,veggie_veg_m,1,16.0,16.0
341,144,342,bbq_ckn_m,3,16.75,50.25
342,144,343,big_meat_s,1,12.0,12.0
343,144,344,cali_ckn_l,1,20.75,20.75
344,144,345,ckn_pesto_m,1,16.75,16.75
345,144,346,five_cheese_l,1,18.5,18.5
346,144,347,four_cheese_l,1,17.95,17.95
347,144,348,pep_msh_pep_s,1,11.0,11.0
348,144,349,southw_ckn_l,1,20.75,20.75
349,144,350,southw_ckn_s,1,12.75,12.75
350,144,351,spicy_ital_l,1,20.75,20.75
351,144,352,thai_ckn_m,1,16.75,16.75
352,144,353,veggie_veg_l,1,20.25,20.25
353,145,354,the_greek_s,1,12.0,12.0
354,146,355,cali_ckn_l,1,20.75,20.75
355,146,356,four_cheese_m,1,14.75,14.75
356,146,357,hawaiian_m,1,13.25,13.25
357,147,358,the_greek_xl,1,25.5,25.5
358,148,359,mediterraneo_s,1,12.0,12.0
359,149,360,spinach_fet_m,1,16.0,16.0
360,150,361,pepperoni_m,1,12.5,12.5
361,151,362,southw_ckn_l,1,20.75,20.75
362,151,363,spinach_supr_s,1,12.5,12.5
363,152,364,hawaiian_s,1,10.5,10.5
364,152,365,spinach_fet_l,1,20.25,20.25
365,152,366,thai_ckn_s,1,12.75,12.75
366,152,367,the_greek_m,1,16.0,16.0
367,153,368,mexicana_m,1,16.0,16.0
368,154,369,prsc_argla_s,1,12.5,12.5
369,155,370,ckn_pesto_s,1,12.75,12.75
370,155,371,napolitana_l,1,20.5,20.5
371,155,372,pepperoni_l,1,15.25,15.25
372,155,373,peppr_salami_l,1,20.75,20.75
373,156,374,napolitana_m,1,16.0,16.0
374,156,375,thai_ckn_l,1,20.75,20.75
375,157,376,ital_supr_l,1,20.75,20.75
376,157,377,mediterraneo_m,1,16.0,16.0
377,157,378,sicilian_m,1,16.25,16.25
378,157,379,spin_pesto_m,1,16.5,16.5
379,158,380,ital_veggie_m,1,16.75,16.75
380,158,381,thai_ckn_m,1,16.75,16.75
381,159,382,four_cheese_l,1,17.95,17.95
382,159,383,thai_ckn_m,1,16.75,16.75
383,160,384,classic_dlx_m,1,16.0,16.0
384,161,385,hawaiian_s,1,10.5,10.5
385,161,386,spicy_ital_m,1,16.5,16.5
386,161,387,the_greek_xl,1,25.5,25.5
387,162,388,big_meat_s,1,12.0,12.0
388,163,389,hawaiian_m,1,13.25,13.25
389,163,390,pepperoni_l,1,15.25,15.25
390,163,391,the_greek_m,1,16.0,16.0
391,164,392,cali_ckn_l,1,20.75,20.75
392,164,393,pepperoni_m,1,12.5,12.5
393,165,394,prsc_argla_m,1,16.5,16.5
394,166,395,prsc_argla_s,1,12.5,12.5
395,167,396,bbq_ckn_l,1,20.75,20.75
396,167,397,ital_supr_m,1,16.5,16.5
397,167,398,pepperoni_m,1,12.5,12.5
398,168,399,big_meat_s,1,12.0,12.0
399,168,400,veggie_veg_m,1,16.0,16.0
400,169,401,four_cheese_l,1,17.95,17.95
401,169,402,ital_cpcllo_s,1,12.0,12.0
402,169,403,sicilian_m,1,16.25,16.25
403,170,404,hawaiian_l,1,16.5,16.5
404,171,405,napolitana_m,1,16.0,16.0
405,172,406,napolitana_s,1,12.0,12.0
406,172,407,spinach_supr_m,1,16.5,16.5
407,172,408,thai_ckn_l,1,20.75,20.75
408,173,409,cali_ckn_m,1,16.75,16.75
409,173,410,classic_dlx_m,1,16.0,16.0
410,173,411,veggie_veg_l,1,20.25,20.25
411,174,412,big_meat_s,1,12.0,12.0
412,174,413,cali_ckn_l,1,20.75,20.75
413,174,414,cali_ckn_m,1,16.75,16.75
414,174,415,ital_cpcllo_m,1,16.0,16.0
415,175,416,ital_supr_l,1,20.75,20.75
416,176,417,cali_ckn_l,1,20.75,20.75
417,176,418,peppr_salami_m,1,16.5,16.5
418,177,419,napolitana_s,1,12.0,12.0
419,177,420,thai_ckn_l,1,20.75,20.75
420,178,421,peppr_salami_l,1,20.75,20.75
421,179,422,hawaiian_l,1,16.5,16.5
422,179,423,sicilian_m,1,16.25,16.25
423,179,424,veggie_veg_s,1,12.0,12.0
424,180,425,classic_dlx_l,1,20.5,20.5
425,180,426,prsc_argla_l,1,20.75,20.75
426,181,427,mexicana_l,1,20.25,20.25
427,182,428,brie_carre_s,1,23.65,23.65
428,182,429,peppr_salami_l,1,20.75,20.75
429,183,430,napolitana_m,1,16.0,16.0
430,183,431,spin_pesto_l,1,20.75,20.75
431,183,432,spin_pesto_s,1,12.5,12.5
432,184,433,hawaiian_l,1,16.5,16.5
433,185,434,sicilian_m,1,16.25,16.25
434,185,435,spin_pesto_s,1,12.5,12.5
435,186,436,mexicana_l,1,20.25,20.25
436,186,437,southw_ckn_l,1,20.75,20.75
437,186,438,spin_pesto_l,1,20.75,20.75
438,186,439,thai_ckn_l,1,20.75,20.75
439,187,440,five_cheese_l,1,18.5,18.5
440,187,441,spin_pesto_l,1,20.75,20.75
441,188,442,five_cheese_l,1,18.5,18.5
442,188,443,pepperoni_s,1,9.75,9.75
443,188,444,peppr_salami_l,1,20.75,20.75
444,189,445,big_meat_s,2,12.0,24.0
445,189,446,thai_ckn_s,1,12.75,12.75
446,190,447,bbq_ckn_l,1,20.75,20.75
447,190,448,four_cheese_m,1,14.75,14.75
448,190,449,pep_msh_pep_s,1,11.0,11.0
449,190,450,prsc_argla_l,1,20.75,20.75
450,191,451,cali_ckn_l,1,20.75,20.75
451,191,452,ckn_alfredo_m,1,16.75,16.75
452,192,453,sicilian_s,1,12.25,12.25
453,192,454,southw_ckn_l,1,20.75,20.75
454,193,455,big_meat_s,1,12.0,12.0
455,193,456,cali_ckn_m,1,16.75,16.75
456,193,457,ckn_alfredo_l,2,20.75,41.5
457,194,458,bbq_ckn_s,1,12.75,12.75
458,195,459,bbq_ckn_l,1,20.75,20.75
459,196,460,sicilian_s,1,12.25,12.25
460,196,461,spicy_ital_m,1,16.5,16.5
461,196,462,veggie_veg_m,1,16.0,16.0
462,197,463,four_cheese_l,1,17.95,17.95
463,197,464,ital_cpcllo_l,1,20.5,20.5
464,197,465,ital_veggie_l,1,21.0,21.0
465,197,466,soppressata_l,1,20.75,20.75
466,198,467,big_meat_s,1,12.0,12.0
467,198,468,ckn_alfredo_l,1,20.75,20.75
468,199,469,ckn_alfredo_m,1,16.75,16.75
469,200,470,the_greek_xl,1,25.5,25.5
470,201,471,calabrese_m,1,16.25,16.25
471,201,472,ckn_pesto_l,1,20.75,20.75
472,201,473,ital_supr_l,1,20.75,20.75
473,201,474,the_greek_xl,1,25.5,25.5
474,202,475,cali_ckn_s,1,12.75,12.75
475,203,476,cali_ckn_l,1,20.75,20.75
476,203,477,ital_veggie_m,1,16.75,16.75
477,203,478,pep_msh_pep_l,1,17.5,17.5
478,203,479,the_greek_s,1,12.0,12.0
479,204,480,spicy_ital_l,1,20.75,20.75
480,205,481,cali_ckn_s,1,12.75,12.75
481,205,482,ckn_alfredo_m,1,16.75,16.75
482,205,483,prsc_argla_s,1,12.5,12.5
483,206,484,napolitana_m,1,16.0,16.0
484,206,485,pepperoni_s,1,9.75,9.75
485,206,486,spicy_ital_l,1,20.75,20.75
486,207,487,spicy_ital_l,1,20.75,20.75
487,208,488,bbq_ckn_l,1,20.75,20.75
488,208,489,bbq_ckn_s,1,12.75,12.75
489,208,490,ckn_alfredo_m,1,16.75,16.75
490,208,491,pepperoni_m,1,12.5,12.5
491,208,492,the_greek_m,1,16.0,16.0
492,209,493,cali_ckn_l,1,20.75,20.75
493,210,494,spinach_fet_s,1,12.0,12.0
494,211,495,pepperoni_s,1,9.75,9.75
495,212,496,ital_cpcllo_l,1,20.5,20.5
496,213,497,four_cheese_l,1,17.95,17.95
497,214,498,ital_cpcllo_l,1,20.5,20.5
498,214,499,ital_supr_m,1,16.5,16.5
499,214,500,mexicana_s,1,12.0,12.0
500,214,501,spin_pesto_m,1,16.5,16.5
501,215,502,green_garden_s,1,12.0,12.0
502,216,503,bbq_ckn_m,1,16.75,16.75
503,216,504,five_cheese_l,1,18.5,18.5
504,216,505,hawaiian_l,1,16.5,16.5
505,217,506,classic_dlx_m,1,16.0,16.0
506,217,507,spinach_fet_s,1,12.0,12.0
507,218,508,spicy_ital_m,1,16.5,16.5
508,219,509,bbq_ckn_l,1,20.75,20.75
509,219,510,five_cheese_l,1,18.5,18.5
510,219,511,peppr_salami_m,1,16.5,16.5
511,219,512,spinach_fet_m,1,16.0,16.0
512,220,513,hawaiian_s,1,10.5,10.5
513,220,514,ital_cpcllo_s,1,12.0,12.0
514,220,515,napolitana_l,1,20.5,20.5
515,220,516,spicy_ital_l,1,20.75,20.75
516,221,517,five_cheese_l,1,18.5,18.5
517,221,518,prsc_argla_m,1,16.5,16.5
518,221,519,the_greek_s,1,12.0,12.0
519,222,520,four_cheese_l,1,17.95,17.95
520,222,521,sicilian_s,1,12.25,12.25
521,223,522,pep_msh_pep_s,1,11.0,11.0
522,224,523,ckn_alfredo_s,1,12.75,12.75
523,224,524,ital_supr_m,1,16.5,16.5
524,224,525,napolitana_m,1,16.0,16.0
525,224,526,thai_ckn_l,1,20.75,20.75
526,225,527,bbq_ckn_l,1,20.75,20.75
527,225,528,bbq_ckn_m,1,16.75,16.75
528,225,529,southw_ckn_s,1,12.75,12.75
529,226,530,classic_dlx_l,1,20.5,20.5
530,227,531,bbq_ckn_m,1,16.75,16.75
531,227,532,the_greek_m,1,16.0,16.0
532,228,533,ital_veggie_s,1,12.75,12.75
533,229,534,ital_veggie_l,1,21.0,21.0
534,229,535,prsc_argla_l,1,20.75,20.75
535,229,536,spin_pesto_s,1,12.5,12.5
536,230,537,thai_ckn_m,1,16.75,16.75
537,231,538,cali_ckn_l,1,20.75,20.75
538,231,539,napolitana_s,1,12.0,12.0
539,231,540,prsc_argla_s,1,12.5,12.5
540,232,541,bbq_ckn_m,1,16.75,16.75
541,232,542,spinach_supr_l,1,20.75,20.75
542,233,543,spinach_fet_s,1,12.0,12.0
543,234,544,ckn_alfredo_m,1,16.75,16.75
544,234,545,ital_supr_s,1,12.5,12.5
545,234,546,napolitana_m,1,16.0,16.0
546,235,547,cali_ckn_m,1,16.75,16.75
547,236,548,classic_dlx_l,1,20.5,20.5
548,236,549,green_garden_m,1,16.0,16.0
549,237,550,green_garden_s,1,12.0,12.0
550,238,551,spin_pesto_l,1,20.75,20.75
551,239,552,ital_supr_l,1,20.75,20.75
552,239,553,thai_ckn_m,1,16.75,16.75
553,240,554,four_cheese_m,1,14.75,14.75
554,241,555,sicilian_m,1,16.25,16.25
555,241,556,spinach_supr_l,1,20.75,20.75
556,242,557,calabrese_m,1,16.25,16.25
557,242,558,thai_ckn_l,1,20.75,20.75
558,242,559,veggie_veg_m,1,16.0,16.0
559,243,560,classic_dlx_l,1,20.5,20.5
560,243,561,spinach_supr_s,1,12.5,12.5
561,244,562,ital_supr_s,1,12.5,12.5
562,244,563,spicy_ital_l,1,20.75,20.75
563,245,564,bbq_ckn_l,1,20.75,20.75
564,245,565,ckn_pesto_l,1,20.75,20.75
565,246,566,ckn_alfredo_m,1,16.75,16.75
